city_vac,profession,salary,description
Ижевск,персонал,40000,"Уверенный пользователь ПК, интернет. Умение работать режиме многозадачности. Высокие коммуникативные навыки, инициативность, активность. Звоните нам, получить предложение!"
Рязань,персонал,40000,"Высшее образование,неполное высшее. Стремление саморазвитию. Лидерские качества. Ориентация процесс , результат. Внимательность клиентоориентированность."
Самара,персонал,30000,"Опыт работы 1 года сфере продаж/в подборе персонала (желательно). Внимательность, коммуникабельность, ответственность. Дружелюбный настрой, умение общаться с..."
Санкт-Петербург,персонал,70000,Искренней любви людям :). Чувства юмора позитивного взгляда жизнь. Опыта работы сфере HR 2х лет...
Пермь,персонал,30000,Эмпатичность. Умение слушать понимать потребности компании кандидата. Высокая скорость выполнения задач. Опыт приветствуется.
Обнинск,персонал,40000,"Опыт работы подборе администрировании персонала, преимущество. Опыт взаимодействия клиентами. Высокий уровень самоорганизации."
Екатеринбург,персонал,45000,Коммуникабельность дипломатичность общении. Инициативность предприимчивость. Наличие результатов профессиональной деятельности подбору различных категорий персонала.
Москва,персонал,60000,"Опыт работы массовом подборе/обучении персонала 1,5 лет. Знание особенностей массового подбора персонала. Опыт работы медицинских..."
Красноярск,персонал,40000,"Коммуникабельность, грамотная речь, общительность. Опыт сфере подбора персонала. Знание ПК (Exсel, Word, AmoCRM др.). Готовность большому объему..."
Вологда,персонал,20000,"Среднее специальное / высшее образование. Желателен опыт подборе персонала. Отличные навыки презентации, эффективной коммуникации, организации процессов, аналитики. Активность, высокая самоорганизация."
Краснодар,персонал,50000,"...умение общаться людьми находить ним подход, хороший уровень самоорганизации. Рассматриваем кандидатов опыта работы подборе персонала."
Новосибирск,персонал,60000,"Имеете работы подборе персонала. Умеете работать большими объемами информации, расставлять приоритеты. Коммуникативные аналитические навыки, инициативность, ориентация на..."
Омск,персонал,25000,"Прекрасные коммуникативные аналитические способности. Грамотная устная письменная речь. Стрессоустойчивость, аккуратность, терпение, настойчивость, коммуникабельность. Законченное высшее образование (бакалавр и..."
Димитровград,персонал,40000,Высшее образование. Профессиональный подход работе. Способность эффективно распределять рабочее время. Способность использовать доступные способы инструменты выполнения...
Владивосток,персонал,45000,"Опыт подбора персонала (массовый подбор). Владение инструментами поиска, инструментами оценки кандидатов."
Пермь,персонал,50000,Вы умеете оперативно закрывать вакансии. Вы способны обрабатывать большой поток кандидатов. Вы умеете общаться людьми быть убедительным при...
Ростов-на-Дону,персонал,40000,Релевантный опыт работы 1 года. Высокая работоспособность нацеленность результат. Активная жизненная позиция. Амбициозность. Умение работать команде.
Великий Новгород,персонал,31000,Приглашаем кандидатов опытом опыта работы сфере подбора персонала. Желание развиваться области управления персоналом.
Москва,персонал,60000,"Высшее образование (преимуществом будет наличие образования сфере: Управление персоналом, Психология, Технические направления). Опыт работы 1 года (преимуществом будет..."
Казань,персонал,70000,Высшее образование.
Москва,персонал,50000,рассматриваем кандидатов опыта готовых обучению.
Екатеринбург,персонал,55000,Успешный аналогичный опыт работы менее 3 лет. Владение различными методиками подбора персонала. Приветствуется опыт подбора компаниях этапе...
Санкт-Петербург,персонал,50000,"Пожелания навыкам кандидатов: - опыт подборе персонала года. - отличное владение ПК, умение быстро осваивать новые инструменты работе. -"
Волгоград,персонал,40000,"Опыт работы подбору персонала года. Уверенный пользователь ПК: пакет MS Office: Word, Excel, Outlook, 1C."
Санкт-Петербург,персонал,45000,"...персоналом""/""Менеджмент""/""Социология"". Мы рассматриваем кандидатов начальным опытом работы подборе персонала, огромным желанием работать HR."
Тула,персонал,39000,Опыт работы желателен года. -Готовность многозадачной активной работе.
Москва,персонал,70000,"Менеджера опытом подборе персонала 2 лет . Активного, нацеленного результат, заинтересованного развитии крупного холдинга."
Казань,персонал,45000,"Высокие коммуникативные навыки, умение расположить себе. Небольшой опыт работы данной сфере. Уверенный пользователь ПК."
Волгоград,персонал,33000,"умение работать персоналом,проф.ориентация личности. -владение ПК уровне пользователя (Word,Excel,Internet). -способность доводить начатое дело конца..."
Пенза,персонал,37500,"Грамотно поставленная письменная устная речь. Опытный пользователь ПК. Умение работать режиме многозадачности. Исполнительность, ответственность, коммуникабельность."
Кострома,персонал,50000,Ваш успешный подтвержденный опыт привлечения персонала. Высокие коммуникативные навыки. Высшее образование. Желание развиваться HR-направлении совершенствовать профессиональные компетенции.
Красная Поляна,персонал,70000,Человек Интегратор (И. Адизес). Высокий уровень Эмпатии. Ответственность. Выстраивание корпоративной культуры нуля. Опыт работы обязателен.
Краснодар,персонал,40000,"Активность магия общения. Опыт продажах подборе, отличный бонус тебя нас! целеустремленность и..."
Малино,персонал,50000,"Успешный опыт работы подбору персонала 2-х лет, знание основных методов технологий подбора персонала, составление профиля должности."
Москва,персонал,50000,Опыт подбора ключевых сотрудников компании. Знание методов оценки персонала. Опыт массового подбора сотрудников. Активная жизненная позиция позитивный настрой.
Москва,персонал,50000,"Опыт работы аналогичной должности будет являться преимуществом! Креативный подход работе, нацеленность результат! Готова рассмотреть кандидатов опыта..."
Дзержинск (Нижегородская область),персонал,42000,"Любой опыт подборе персонала приветствуется, готовы учить сами этом направлении! Презентабельный внешний вид, грамотная речь, стрессоустойчивость и..."
Пермь,персонал,40000,"Развитые коммуникативные навыки. Аккуратность, ответственность нацеленность результат. Готовность большому количеству общения телефону, обзвон базе."
Красноярск,персонал,40000,"Успешный опыт подбора персонала. Профильное образование. Ответственность, системное мышление, высокие коммуникативные навыки. Опыт работы базами кандидатов."
Ханты-Мансийск,персонал,40000,"Законченное высшее образование (Управление персоналом, Психология). Желание расти развиваться. Грамотная речь. Опыт работы подборе персонала 6 месяцев."
Екатеринбург,персонал,40000,"Опыт поиска подбора линейного персонала 0.5 мес. Умение работать команде. Навыки делового общения. Самостоятельность, доброжелательность, нацеленность..."
Нижний Новгород,персонал,46000,Высшее профильное образование. Опыт работы области подбора управления персоналом менее 3 лет. Знание кадрового делопроизводства.
Дзержинск (Нижегородская область),персонал,50000,"Обладаешь лидерскими качествами, есть опыт работы руководящей должности. Ответственно относишься рабочим задачам отличаешься исполнительностью. Ключевые навыки."
Чита,персонал,35000,3 наличии техника оригинальные запасные части складе. Образование высшее. Опыт работы 1 года подборе персонала.
Москва,персонал,70000,"Успешным опытом массовом подборе (это обязательное требование). Грамотной устной письменной речью. Высокими коммуникативными навыками, готовностью повышенному общению."
Санкт-Петербург,персонал,55000,Знание современных технологий методов подбора персонала. Достойный навык понятной красивой переписки. Грамотная устная письменная речь.
Москва,персонал,80000,Опыт работы ресторанном бизнесе. Опыт подборе работе персоналом 2-х лет. Умение работать соц.сетями.
Сосновоборск,персонал,20000,"знание программы 1С зарплата кадры. Требования: Высшее образование, знание техники подбора, опыт аналогичной должности 3-х..."
Сочи,персонал,45000,"вас есть опыт области подбора персонала. - Вы знаете инструменты источники поиска персонала, методы оценки персонала. -"
Тамбов,персонал,27000,"Опыт работы сфере HR обязателен. Знание ТК РФ. Знание источников, методов поиска подбора персонала. Уверенный пользователь офисных программ..."
Нижний Новгород,персонал,20000,"Грамотная речь, коммуникабельность, ответственность. Готовность желание расти развиваться. Умение работать режиме многозадачности. Желателен опыт работы массовом..."
Москва,персонал,70000,Опыт массового подбор (как преимущество). Опыт успешного закрытия вакансий линейного характера. Желание зарабатывать. Опыт работы продажах.
Санкт-Петербург,персонал,50000,"Опыт работы 1 года рекрутером/менеджером подбору персонала. Уверенное пользование ПК. Опыт массового подбора. Коммуникативные навыки, эмпатия при..."
Москва,персонал,100000,Высшее образование (профильное). Опыт работы массовом подборе персонала 3 лет. Умение работать методиками поиска отбора сотрудников.
Санкт-Петербург,персонал,50000,Законченное высшее образование (желательно профильное). Опыт работы области подбора персонала кадрового делопроизводства будет вашим преимуществом. Уверенный пользователь ПК.
Нижний Новгород,персонал,20000,"Тебе точно подойдёт эта работа, если: Есть подтверждённый опыт работы подборе персонала менее 2-х лет."
Тверь,персонал,45600,"Высшее образование, среднее специальное. Опыт работы подборе персонала желателен. Желание развиваться HR-сфере. Опытный пользователь ПК (Excel, Power..."
Новосибирск,персонал,50000,Способность брать себя ответственность принятие решения подбору персонала. Опыт закрытия вакансий узкоспециализированных специалистов. Умение пользоваться альтернативными источниками...
Тобольск,персонал,20000,"опыт массового подбора персонала 1 года. - самоорганизация, ориентация результат."
Ростов-на-Дону,персонал,20000,"Грамотная речь, коммуникабельность, ответственность. Готовность желание расти развиваться. Умение работать режиме многозадачности. Желателен опыт работы массовом..."
Липецк,персонал,32000,Опыт работы подборе персонала будет Вашим преимуществом! Желание способность развиваться области HR. Активная жизненная позиция.
Краснодар,персонал,40000,"Опыт работы сфере массового подбора персонала будет преимуществом. Отличные коммуникативные навыки, грамотная речь, стрессоустойчивость, доброжелательность. Умение быстро усваивать большой..."
Москва,персонал,70000,"Опыт массовом подборе 2 лет. Базовое знание КДП. Знание E-Staff, 1С:Предприятие. Любовь людям :)."
Санкт-Петербург,персонал,50000,"Высшее образование. Опыт работы аналогичной должности, преимущество. Грамотная речь. Развитые коммуникативные навыки. Стрессоустойчивость, пунктуальность вежливость."
Санкт-Петербург,персонал,70000,Дополнительное образование приветствуется. Опыт работы подборе персонала 3 лет (опыт строительной сфере будет вашим преимуществом).
Санкт-Петербург,персонал,70000,"Опыт работы работы подборе персонала 1 года. Самостоятельность, стремление результатам, процессам. Позитивное мышление и..."
Новосибирск,персонал,50000,"Высшее проф. образование будет преимуществом. Знание английского языка - тоже, мы уже подбираем сотрудников Китай, США, Германию)))."
Зубцов,персонал,25000,Высшее образование. Структурированный системный человек. Умение быстро погрузиться изучить специфику бизнеса. Релевантный опыт производственно-торговых компаниях от...
Москва,персонал,80000,"Успешный опыт работы подборе персонала года (желательно FMCG). Опыт ведения большого количества вакансий (10-15). Владение офисными приложениями, E..."
Курск,персонал,35000,Высшее образование. Опыт работы персоналом 1 года (желательно). Ориентация результат. Позитивное отношение жизни Активная жизненная...
Гулькевичи,персонал,35000,Высшее образование. Опыт работы программе 1С (УПП 1.3). Должен знать: Технологию поиска профессий должностей использованием...
Саратов,персонал,50000,"Уверенный пользователь ПК, MS Office, желательно 1С:Зарплата Управление персоналом. Навыки подбора персонала, проведения интервью, оценки кандидатов.."
Казань,персонал,45000,"Желание развиваться данной сфере. Релевантный опыт работы, знание английского языка опыт CRM системой Битрикс24, Ваше..."
Липецк,персонал,30000,"Аналогичный опыт работы 6 месяцев. Готовность работать большим объёмом разноплановых вакансий. Коммуникабельность, нацеленность результат."
Мурманск,персонал,30000,"Желание работать зарабатывать, работа работы нам интересна. Опыт работы сфере подбора персонала (достаточно минимального). Навыки интервьюирования."
Вязники,персонал,45000,Быстрое качественное закрытие вакансий различные позиции. Активное участие корпоративный культуре. Знания опыт внедрения программы адаптации персонала.
Санкт-Петербург,персонал,50000,"Развитые компетенции подборе, адаптации развитии персонала. Опыт выстраивания процессов онбординга, оффбординга. Опыт выстраивания системы мотивации, корпоративной жизни, системы..."
Тюмень,персонал,40000,"Хорошая самоорганизация, грамотная речь, исполнительность, ответственность, пунктуальность, бесконфликтность, вежливость. Опыт работы ПК."
Усть-Кут,персонал,35000,"Опыт работы сфере подбора персонала различными сайтами (HeadHunter, AVITO, SuperGob, Работа России т. д.) работа с..."
Казань,персонал,50000,Успешный опыт подборе адаптации персонала. Знание методов оценки практический навык их применения. Знание английского языка опыт...
Ростов-на-Дону,персонал,45000,"Навык убедительной коммуникации, активность инициативность. Готовность нести ответственность результат работы. Готовность работе режиме многозадачности."
Москва,персонал,110000,Опыт работы подборе персонала 3-х лет . Высшее образование (желательно управление персоналом). Результативный опыт закрытия вакансий срок...
Москва,персонал,60000,Желание расти развиваться области HR. Опыт работы подборе (желательно менеджеров продажам) 1 года.
Владивосток,персонал,50000,"Опыт работы менеджером подбору персонала/рекрутером 1 года. Знание рынка, профиля специфики подбора специалистов банковского сектора иди..."
Сафоново,персонал,30000,"...в сети Интернет. Высшее средне-профессиональное образование. Коммуникабельность, исполнительность, внимательность, желание развиваться сфере подбора персонала. Опыт подбора приветствуется."
Томилино,персонал,55000,Активный позитивный. хорошими знаниями области подбора оценки персонала. Готовый работать активном холодном поиске искать...
Астрахань,персонал,27000,"Грамотная четкая речь, хорошая дикция. Уверенный пользователь ПК. Стрессоустойчивость. Умение убеждать. Рассматриваем кандидатов опытом без."
Москва,персонал,35000,"Коммуникативные организаторские навыки, быстрая обучаемость, готовность работать большим объемом информации. Требования: Опыт работы области подбора персонала."
Москва,персонал,70000,Высшее образование (воз студенты заочной формы). Опыт аналогичной должности 2х лет. Знание методов оценки профессиональных компетенций и...
Хабаровск,персонал,55819,"Технологии методики поиска, привлечения, подбора отбора персонала. Делопроизводство. Базовое владение ПК , Word, Excel, интернет, эл. почта)."
Подольск (Московская область),персонал,60000,"Высшее образование( желательно: управление персоналом, психология, менеджмент). Опыт подборе -от 3 лет(опыт массовом подборе преимущество)."
Москва,персонал,100000,Знание трудового законодательства. менее 3-х лет опыта работы аналогичной должности. Высшее образование. Опыт работы 1С.
Санкт-Петербург,персонал,60000,...года подборе персонала. Опыт реализации проектов закрытия вакансий разного уровня. Владение различными технологиями поиска оценки персонала.
Нижний Новгород,персонал,40000,"Опыт работы менеджером подбору персонала/рекрутером 1-года. Знание рынка, профиля специфики подбора специалистов банковского сектора."
Брянск,персонал,40000,"Опыт успешной работы HR-сфере рекрутинга. Владение современными методами поиска, отбора оценки кандидатов. Умение планировать бюджет затрат на..."
Тверь,персонал,100000,"отличные коммуникативные навыки, грамотная речь. уверенный пользователь ПК. опыт работы аналогичной должности ОБЯЗАТЕЛЕН!"
Томск,персонал,40000,Опыт работы массовом подборе - будет преимуществом. Готовность работать режиме многозадачности. Желание развиваться сфере HR. Активную жизненную позицию...
Пенза,персонал,45000,"Опыт работы подборе персонала. Опыт общения людьми , продажах. Коммуникабельность, стрессоустойчивость, ориентированность результат, инициативность, позитивный..."
Москва,персонал,45000,"Опыт работы сфере подбора персонала приветствуется. Рассматриваем кандидатов опыта работы, желанием развиваться направлении подбора персонала."
Домодедово,персонал,50000,"Успешный опыт работы подбору персонала 2-х лет, знание основных методов технологий подбора персонала, составление профиля должности."
Пенза,персонал,30000,Средне специальное/высшее образование. - Опыт продажах будет вашим преимуществом. - Развитые коммуникативные навыки. - Владение ПК. - Активность соц. сетях приветствуется. -
Санкт-Петербург,персонал,65000,"Хорошие коммуникативные навыки, нацеленность результат. Владение различными методиками оценки персонала. Высокий уровень самоорганизации. Развитый навык планирования. Опыт работы на..."
Москва,персонал,65000,"Готовы рассматривать опытом подборе персонала 6 месяцев. Огромное желание развиваться сфере HR. Отличные коммуникативные навыки, быстрая..."
Санкт-Петербург,персонал,60000,Опыт работы найме персонала более 1 года.
Москва,персонал,70000,"Грамотная устная письменная речь. Владение методиками подбора персонала. Высокий уровень коммуникативных навыков. Умение работать базами hh.ru, superjob.ru, владение..."
Санкт-Петербург,персонал,45000,"Профильное высшее / среднее специализированное образование. Опыт работы подборе персонала 1 года. Знание Word, Excel, Google Docs."
Уфа,персонал,25000,Опыт работы должности рекрутера/менеджера подбору персонала. Знание современных методов оценки подбора персонала. Навыки оценки кандидатов на...
Тверь,персонал,40000,Опыт работы данной должности обязателен.
Санкт-Петербург,персонал,68966,"Опыт работы массовом подборе ритейле 1 года ОБЯЗАТЕЛЕН! Навыки поиска персонала , используя разные каналы. Высокие коммуникативные навыки."
Энгельс,персонал,25000,Коммуникабельность. Клиентоориентированность. Нацеленность результат. Умение работать режиме многозадачности. Опыт работы рекрутинге банковской сфере приветствуется.
Москва,персонал,120000,любовь людям профессии HR. - схожесть нашими ценностями ( узнать описании). - иметь успешный опыт подбора специалистов...
Новосибирск,персонал,60000,"Опыт работы направлениям: подбор адаптация, бренд работодателя, вовлеченность персонала внутренние коммуникации, корпоративную культуру, ценности мероприятия."
Кемерово,персонал,35000,"...уровень коммуникативных навыков. Организованность, ответственность, пунктуальность, умение работать большим объемом информации, аналитические способности. Желание развиваться сфере подбора персонала."
Самара,персонал,50000,"Опыт работы подборе персонала обязателен (не менее 1 года). Грамотный, уверенный пользователь ПК . Опыт холодных звонках продажах..."
Тольятти,персонал,40000,"Навык поиска кандидатов - будет преимуществом. рассматриваем соискателей опыта подборе персонала, готовых активно учиться развиваться в..."
Чебоксары,персонал,25000,успешный опыт набора персонала 2-х лет. — грамотная устная письменная речь. — умение планировать структурировать. — навык убедительной коммуникации...
Рязань,персонал,32000,Грамотная устная письменная речь. Желательно знание основ подбора оценки персонала. Желание развиваться HR сфере. Готовность работать с...
Пермь,персонал,32000,"Пунктуальность. Опрятность улыбчивость. Вежливость, допустимых пределах, уважением себе. Знание программ MS Office. Умение работать в..."
Воронеж,персонал,45000,Знание современных методик подбора персонала. Конструктивный подход решении задач. Способность оперативно решать поставленные задачи.
Самара,персонал,35000,Опыт работы более 1 года. Готовность ненормированному рабочему дню.
Солнечногорск,персонал,65000,Релевантный опыт работы должности менеджера массового подбора персонала. 1 года. Опыт закрытия вакансий массового подбора 1...
Краснодар,персонал,46300,"Опыт подборе персонала. Уверенный пользователь ПК, MS Office. Активность, внимательность, ответственность, оперативность реагирования, коммуникабельность, умение работать режиме многозадачности."
Пермь,персонал,45000,Успешный опыт закрытия вакансий инструментами активного поиска. Нацеленность результат. Желание учиться развиваться рекрутменте. Способность брать себя...
Москва,персонал,120000,...в аутсорсинге персонала (обязательно): Наличие своей клиентской базы кадровых агентств (обязательно). Опыт массовом наборе линейного квалифицированного персонала (обязательно).
Иваново (Ивановская область),персонал,25000,Успешный опыт закрытия вакансий только помощью джоб сайтов будет преимуществом. Грамотная устная письменная речь. Самостоятельность.
Казань,персонал,40000,Желание развиваться сфере HR. ПК - уверенный пользователь. Коммуникабельность - умение общаться людьми телефону. Готовность работе режиме...
Казань,персонал,100000,Законченное высшее образование (Менеджмент Управление персоналом). Уверенный опыт работы HR трех лет. Владение современными инструментами подбора.
Белгород,персонал,45000,"Высшее профильное образование (управление персоналом, психология). Опыт подбора персонала производственном предприятии 2х лет. Опыт ведения КДП."
Челябинск,персонал,45000,"Опыт работы менеджером подбору персонала . Быстрая обучаемость. Развитые навыки коммуникации. Грамотная устная письменная речь. Внимательность, ответственность, работоспособность, доброжелательность..."
Самара,персонал,47000,Успешный опыт закрытия вакансий отдела продаж. Опыт работы активным поиском кандидатов. Грамотная устная письменная речь.
Чехов,персонал,60000,"Высшее образование( желательно: управление персоналом, психология, менеджмент). Опыт подборе -от 3 лет(опыт массовом подборе преимущество)."
Волгоград,персонал,35000,"Грамотная речь. ПК - уверенный пользователь (Word, Excel, Outlook). Навыки делового общения. Опыт подборе персонала. Позитивный настрой. Ориентация результат."
Орел,персонал,30000,"Желателен опыт работы подбору персонала компании кадровом агентстве. Рассмотрим кандидатов небольшим опытом работы, большим..."
Аксай (Ростовская область),персонал,45000,"Высшее образование (психология, управление персоналом, менеджмент). Успешный опыт работы области управления персоналом 1 года. Умение пользоваться различными источниками..."
Москва,персонал,60000,Релевантный опыт работы. Кандидаты опыта подбора вахтовиков рассматриваются.
Ижевск,персонал,25000,"Грамотная устная письменная речь. Нацеленность результат, активная позиция. Наличие коммуникативных навыков. Навыки работы основными офисными программами, CRM..."
Кострома,персонал,35000,активную жизненную позицию. - стремление обучаться. - грамотную устную письменную речь. - умение слушать.
Москва,персонал,60000,Любишь работать разными задачами большими объемами. Быстро адаптируешься изменениям. Работать подключенными источниками привлечения искать новые.
Тверь,персонал,46000,Высшее профильное образование. Успешный опыт закрытия срочных вакансий. Опыт подборе персонала 1 года. Знание трудового законодательства.
Санкт-Петербург,персонал,80000,"Опыт рекрутинга сфере недвижимости 1 года. Опыт работы подборе персонала 2 лет. Самостоятельность, стремление результатам..."
Москва,персонал,80000,"Опыт работы 7 лет. - Грамотная речь. - Уверенный пользователь ПК. - Внимательность, исполнительность."
Лобня,персонал,60000,"Аналогичный опыт работы желателен. Опытный пользователь - MS Excel. Внимательность ответственность, высокая работоспособность, умение работать режиме многозадачности."
Владивосток,персонал,50000,"продуктивной работы вам потребуются навыки опыт: Образование: высшее /среднее профессиональное. Уверенный пользователь ПК (excel., 1C)."
Новый Уренгой,персонал,70000,"Высшее образование (менеджмент, управление персоналом). Опыт массового подбора персонала менее 1-го года. Уверенный пользователь программ 1С, Word..."
Казань,персонал,30000,"Высшее психологическое образование, сфере менеджмента. Навыки организационной работы. Отклики сопроводительного письма рассматриваться будут."
Нижний Новгород,персонал,40000,"Желание расти развиваться сфере HR. Ориентированность результат. Опыт работы контакт-центрах, продажах массовом подборе персонала."
Зеленоград,персонал,60000,"Аналогичный опыт работы желателен. Опытный пользователь - MS Excel. Внимательность ответственность, высокая работоспособность, умение работать режиме многозадачности."
Санкт-Петербург,персонал,72200,"Уверенный пользователь ПК, 1С:ЗУП. Образование высшее (желательно психологическое‚ управление персоналом). Наличие навыков набора персонала, проведения интервью, оценки кандидатов."
Красноярск,персонал,40000,Опыт работы подборе персонала : проведение собеседований. Профильное образование (Управление персоналом). Желание развиваться HR сфере . Работать большим объемом...
Тюмень,персонал,20000,"опыт массового подбора персонала 1 года. - самоорганизация, ориентация результат."
